"","id","date","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","target"
"34","AS14.01","2014-04-23",7.37,-0.235619909330493,0.512855846195555,0.635003308741755,1.04359508865422,2.41266688558197,0.62402011470818,0.988268538728851,0.130800467827033,0,1.09697036345225,0.982044300244138,0.598966072151361,0,2.25660667777666,0,6.24264068711929,2.67593316159495,1.4142135623731,7.6
"35","AS14.01","2014-04-24",7.53,0.0661690551615676,0.604894002142809,0.614096040524258,0.996235771042446,2.56136730685616,0.575554043185497,0.804827406325896,0.130800467827033,0,1.0882656741888,0.856879851952075,0.416695563477506,0,2.39491854568201,0,6.24264068711929,2.69912606149232,1.4142135623731,7.6
"36","AS14.01","2014-04-25",7.49,0.00581126226315548,0.604894002142809,0.594140767607902,1.03374281455413,2.88244452373987,0.813762594426414,0.934417069188755,0,0,1.08918600663924,1.04102838869024,0.35566533499661,0,2.56337041930509,0,6.24264068711929,2.87423613409703,1.4142135623731,7.2
"37","AS14.01","2014-04-26",7.48,0.0209007104877585,0.627903541129622,0.606054475239391,1.02698282178305,2.9846767925274,0.806057615126426,0.971108698984033,0,0,1.14146933481092,1.04041527424028,0.537403521919564,0,2.72246719506743,0,6.24264068711929,3.01544619457605,1,7.6
"38","AS14.01","2014-04-27",7.48,0.0359901587123615,0.627903541129622,0.632605533373996,0.881232527797761,3.02569450234419,0.819518731213108,0.956089927540411,0,0,1.12407643224077,1.20161256582554,0.705751138373237,0.103716808598999,2.78782145783107,0,6.56047793231507,3.34400230460112,3,7.5
"39","AS14.01","2014-04-28",7.5,-0.0243676341860506,0.627903541129622,0.60198543602288,0.825920070273664,2.62776948823215,0.849480844429822,0.785483020275349,0,0,1.5044989131578,1.01434421021341,0.705751138373237,0.103716808598999,2.51448771501568,0,5.14626436994197,3.08670016175612,3,7.6
"40","AS14.01","2014-04-29",7.5,-0.326156598678111,0.535865385182368,0.581567779739549,0.838835687628668,2.44746380842398,0.958731017687329,1.26203074058123,0,0,1.54647272984434,1.1659195812682,0.705751138373237,0.103716808598999,2.58847115385801,0,5.56047793231507,2.99944754307671,3,7
"41","AS14.01","2014-04-30",7.38,-0.280888254004302,0.535865385182368,0.60259254477883,1.01034209964432,2.19371850904562,0.814767027276736,0.863395224046774,0.294898023338887,0,1.56246505316745,0.983895790329181,0.694928362254279,0.103716808598999,2.47295408713795,0,4.56047793231507,2.68472402398499,3,7.8
"42","AS14.01","2014-05-01",7.5,-0.341246046902714,0.512855846195555,0.613833082063265,1.01270412813083,2.01495776484993,0.798718926723821,1.26989840599062,0.294898023338887,0,1.66105099341677,0.766179532699705,0.808915666378854,0.103716808598999,2.30455354720433,0,4.14626436994197,2.5668830220719,2,8
"43","AS14.01","2014-05-02",7.58,-0.401603839801126,0.512855846195555,0.558135362746089,1.08198130821786,2.29168666105024,0.854076546820522,2.12623367125136,0.294898023338887,0.0945114057931265,1.65819609470145,0.889980591468336,0.454201214258787,0,2.27789513477651,0,5.05996487343769,2.56762036309536,2,7.6
"44","AS14.01","2014-05-03",7.6,-0.461961632699538,0.512855846195555,0.583387750973034,1.04347995143962,2.56761676051231,0.748173670159218,3.02608805734229,0.294898023338887,0.0945114057931265,1.22913807220898,1.01990156931556,0.454201214258787,0,2.14886772256648,0,5.05996487343769,2.81638438525546,2,8
"45","AS14.01","2014-05-04",7.68,-0.280888254004302,0.604894002142809,0.616361441535817,0.999776394503774,2.559561208975,0.817825528148867,2.90624376983438,0.294898023338887,0.0945114057931265,1.18404387185091,0.818683430894866,0.692995774328289,0.220141888355389,1.9783962715118,0,3.64575131106459,2.74551808052998,3,8
"46","AS14.02","2014-03-17",6.33333333333333,0.0313411489018371,-0.316202440320894,0.628624574225504,0.555703374317311,0.938220817697397,0.21533956611658,0,0,0,0.826852059545702,0.108561304502406,0.228412636536833,0,0,0,11.4730431724812,0.961498337209337,3,6.75
"47","AS14.02","2014-03-18",6.54166666666667,0.213576780049704,-0.402309490773653,0.650526282842957,0.730308143612873,1.40519935867637,0.479680208956333,0,0,0,1.11497968745536,0.167092341368149,0.228412636536833,0,0,0,10.8272918614166,1.49123863207393,2,8.2
"48","AS14.02","2014-03-19",7.09444444444444,0.425991307646778,-0.350359307305531,0.682614837287582,0.984453858225402,1.84089647016924,0.529428833725133,0,0,0,1.38850896732124,0.251125179452632,0.228412636536833,0,0,0,12.9682244000552,1.84428220047232,2,6.8
"49","AS14.02","2014-03-20",7.02083333333333,0.578048042345439,-0.482485435731917,0.729707667341533,1.11821317112383,1.97251064527034,0.53648557083698,0,0,0,1.30637780969802,0.260144166574304,0.605849958218895,0,0,0,12.7548026347718,2.10913260011835,3,7.25
"50","AS14.02","2014-03-21",7.06666666666667,0.458494709001246,-0.453544791250609,0.765197205551014,1.08316128390585,1.96920977719213,0.501772763829775,0,0,0,1.57797690730332,0.326294681245242,0.377437321682061,0,0,0,13.2713289838756,2.07322744179688,4,7.5
"51","AS14.02","2014-03-22",7.3,0.232152985632201,-0.108401706448408,0.808614994536361,1.07025875763346,1.95061373686096,0.565266622521494,0,0,0,1.32915753859937,0.362177448066337,0.72485029985803,0,0,0,14.433606644044,2.26033942020726,4,6.5
"52","AS14.02","2014-03-23",7.25,-0.22053046110589,-0.568592486184677,0.849412931061609,1.11444397400666,1.78263351067418,0.436742564472594,0,0,0,1.25622616122225,0.420218175046424,1.14469405966382,0,0,0,17.433606644044,2.1884556935315,5,6.25
"53","AS14.02","2014-03-24",6.86,-0.703392804293186,-0.936745109973692,0.85775401716757,1.00923796405437,1.64493568765392,0.490913163734803,0,0,0,1.2252508510362,0.411810309750553,1.63760048480748,0,0,0,16.3890504225827,2.18908322486965,5,6.4
"54","AS14.02","2014-03-25",6.78,-0.763750597191599,-1.21285957781545,0.829867188811801,0.976053864161054,1.67218784973371,0.538707303996908,0,0,0,1.20166281375059,0.459919684216721,1.26016316312542,0,0,0,16.3890504225827,1.99010861465513,4,7.75
"55","AS14.02","2014-03-26",6.88,-0.990092320560644,-1.21285957781545,0.828412468267627,1.02990834080396,1.71660510705839,0.587581046267958,0,0,0,1.15656207907121,0.464026928957913,1.26016316312542,0,0,0,15.8725240734789,2.0009642618468,3,7.2
"56","AS14.02","2014-03-27",6.82,-1.12589735458207,-1.37392635072315,0.829040490319279,1.00226092839237,1.69488020137141,0.620597509022454,0,0,0,1.16357333835364,0.578342131688584,0.912750184949449,0,0,0,14.9463143908104,1.85531395559859,2,7.25
"57","AS14.02","2014-03-28",6.97,-0.824108390090011,-0.913735570986878,0.800086453699395,1.02058456033612,1.77621551131804,0.601641780303096,0,0,0,1.50104977202231,0.513785543104105,0.492906425143661,0,0.309855609543445,0,11.6783651983792,1.7958772420771,1,6.8
"58","AS14.02","2014-03-29",7.08,-0.703392804293186,-0.637621103145117,0.798824777599737,1.03325058691023,1.72336236365039,0.63804637009542,0,0,0,1.56568275621949,0.738747840720713,0,0,0.309855609543445,0,11.6783651983792,1.7733322515941,1.4142135623731,7.25
"59","AS14.02","2014-03-30",7.25,-0.990092320560644,-0.430535252263796,0.840868195169438,1.5272870587491,1.66356585371752,0.688382759247917,0,0,0,1.52958730302018,0.782746086568139,0.362304372172808,0,0.309855609543445,0,11.4422972208794,1.84563854978816,1.4142135623731,7
"60","AS14.02","2014-03-31",7.1,-0.914645079437629,-0.430535252263796,0.842803403287735,1.40188656049167,1.52823788510455,0.763918099635334,0,0,0,1.59978469083078,0.816108253197157,0.362304372172808,0,0.309855609543445,0,11.9588235699832,1.81750793688492,2.41421356237309,7.2
"61","AS14.02","2014-04-01",7.1,-0.793929493640805,-0.430535252263796,0.818021174989736,1.3658742156418,1.52459413220579,0.717197828991363,0,0,0,1.65284925516927,0.848566248282233,0.362304372172808,0,0.309855609543445,0,13.4644129792574,1.77119238178858,3.82842712474619,7.4
"62","AS14.02","2014-04-02",7.13,-0.854287286539217,-0.292478018342915,0.823500578199051,1.39180075231229,1.39691913718619,0.646617986600797,0,0,0,1.45051311885871,0.876270246536328,0.682168322597142,0,0,0,13.1465757340616,1.67457942831988,4.82842712474619,6.4
"63","AS14.02","2014-04-03",7.05,-0.854287286539217,-0.66063064213193,0.831901033023899,1.45090034943663,1.5286249653994,0.674885255417233,0,0,0,1.45299847975176,0.678497514522915,0.682168322597142,0,0,0,11.7323621716885,1.77950312485005,3.41421356237309,5.75
"64","AS14.02","2014-04-04",6.75,-0.703392804293186,-0.775678337065998,0.818677796355823,0.971121143603749,1.62370402282067,0.626452078596067,0,0,0,1.45768029328037,0.610318146167447,0.631191713792125,0,0,0,11.1465757340616,1.86460070670743,3.41421356237309,6.4
"65","AS14.02","2014-04-05",6.63,-0.763750597191599,-1.02878326592095,0.816177648847541,0.999469503076967,1.76039010411139,0.587935301524436,0,0,0,1.48600567993674,0.57524868390468,0.631191713792125,0,0,0,10.220366051393,1.85249846704545,2.41421356237309,7.4
"66","AS14.02","2014-04-06",6.67,-0.52231942559795,-0.936745109973692,0.844861251669673,1.0482538222459,1.74820477006097,0.637236171184308,0,0,0,1.50535614837981,0.407619030291615,0.963783942626836,0,0,0,9.47870866461908,2.09015516578678,2,4.5
"67","AS14.02","2014-04-07",6.09,-0.763750597191598,-1.88013620843304,0.836950690039694,0.904770719018874,1.73863556299766,0.72219433538245,0,0,0,1.34560379016248,0.442003039994469,0.643919992202502,0,0,0,10.5139848450292,2.10586426875186,1,6.8
"68","AS14.02","2014-04-08",6.17,-0.582677218496362,-1.51198358464403,0.803808033045546,0.875835899520709,1.78785288817078,0.696897467334483,0,0,0,1.32630966031656,0.597599107440113,0.643919992202502,0,0,0,10.5139848450292,2.08916034697832,1,6.25
"69","AS14.02","2014-04-09",6.27,-0.582677218496362,-1.28188819477589,0.795005367535257,0.869827084722283,1.70197747170657,0.646697643746217,0,0,0,1.40566111533175,0.679250051771232,0.332592228834711,0,0,0,12.2620489428244,1.99098320590221,2,7.25
"70","AS14.02","2014-04-10",6.44,-0.37142494335192,-1.25887865578908,0.798387760512036,0.891162477861857,1.66368699441072,0.628704295142021,0,0,0,1.32258076995116,0.709627583214558,0.332592228834711,0,0,0,13.4900825804624,2.07210101327898,3,7.25
"71","AS14.02","2014-04-11",6.41,-0.295977702228905,-1.18985003882864,0.789474790574814,0.850648046424047,1.69254947322266,0.619116418052898,0,0,0,1.35643599681936,0.75418103853451,0.36786851933243,0,0.0967565641627055,0,11.4900825804624,1.93678377017598,3,6.5
"72","AS14.02","2014-04-12",6.81,-0.145083219982875,-0.384516174290169,0.818540336712083,0.927034679243292,1.78579954099343,0.627513654783362,0,0,0,1.48133473957906,0.743174027465409,0.75895115270147,0,0.0967565641627055,0,11.6863441487438,2.01986715225947,4,6
"73","AS14.02","2014-04-13",6.65,-0.748661148966996,-1.1208214218682,0.859212273652785,0.948101925553259,1.63029901910775,0.484219440191559,0,0,0,1.32741529461584,0.557061008668855,1.08397746535568,0,0.242478699910076,0,12.7216203291539,1.91842202007914,5,7.2
"74","AS14.02","2014-04-14",6.84,-0.854287286539217,-1.16684049984183,0.863434598801818,0.889253592540606,1.50276769341081,0.512520759191506,0,0,0,1.2765201847962,0.475579220822043,1.33133646437676,0,0.242478699910076,0,10.5593426689855,1.82785395189027,4,8
"75","AS14.02","2014-04-15",6.99,-0.477051080924141,-0.821697415039625,0.852491397432029,0.842861342673469,1.46940590105422,0.432032388118595,0,0,0,1.2042665740749,0.420117031106342,1.33133646437676,0,0.576967060961919,0,9.92366817859396,1.70582969925066,5.64575131106459,7.25
"76","AS14.02","2014-04-16",6.99,-0.703392804293187,-0.936745109973692,0.836565067393947,0.712436145741091,1.2533671797712,0.316323150695738,0,0,0,0.884902569036942,0.311885037820339,0.963467945044329,0,0.480210496799213,0,12.6653255653679,1.37953203469674,5.64575131106459,6.66666666666667
"77","AS14.02","2014-04-17",7.02333333333333,-0.65309464354451,-1.01344357326307,0.828215146918994,0.572198822664293,0.91702768934452,0.176686736086203,0,0,0,0.569419636603913,0.20878886567114,0.57238531167529,0,0.480210496799213,0,14.0195742543033,1.03387400556324,5.64575131106459,6.5
"78","AS14.02","2014-04-18",7.12333333333333,0.0259305265626262,-0.553252793526801,0.838306352831319,0.366415994839293,0.689059734521532,0.176686736086203,0,0,0,0.432960896642988,0.136491278630242,0.247358999021081,0,0.334488361051843,0,14.7323621716885,0.749721723814281,7.29150262212918,6.5
"79","AS14.02","2014-04-19",6.98333333333333,0.207003905257862,-0.737329105421309,0.794860510592768,0.253853856191296,0.48589098580801,0.0750112419153696,0,0,0,0.169687181290987,0.0725197913660424,0,0,0.334488361051843,0,15.4644129792574,0.504624809845559,7.29150262212918,5.66666666666667
"80","AS14.02","2014-04-20",6.51666666666667,-0.22053046110589,-1.35091681173633,0.837107709157972,0.127944911200172,0.248395454190704,0.0233880954836659,0,0,0,0,0.0290539858600378,0,0,0,0,13.6359858545112,0.299798211346992,4.64575131106459,5
"81","AS14.02","2014-04-21",6.06666666666667,-0.270828621854566,-1.58101220160447,0.813999823572143,0.0785797569509809,0.101690341195077,0,0,0,0,0,0,0,0,0,0,12.8943284677373,0.160620725688926,5.37780211863347,5.5
"82","AS14.02","2014-04-22",5.83333333333333,-0.321126782603243,-1.96450451805136,0.761969747807676,0.0228733961525477,0.101690341195077,0,0,0,0,0,0,0,0,0,0,11.7227555924834,0.105679368575213,4.37780211863347,5.66666666666667
"83","AS14.02","2014-04-23",5.66666666666667,-0.798959309715672,-2.11790144463011,0.691714581866625,0.0158184688070598,0.0590895237124531,0,0,0,0,0,0.0596171247676524,0,0,0,0,12.4334612785225,0.0909383970776257,3.14626436994197,5.5
"84","AS14.02","2014-04-24",5.46666666666667,-0.798959309715672,-1.88780605476198,0.707738225353182,0.0158184688070598,0.0590895237124531,0,0,0,0,0,0.0596171247676524,0,0,0,0,13.3471617820182,0.0909383970776257,4.14626436994197,7
"85","AS14.02","2014-04-25",5.73333333333333,-0.748661148966995,-1.96450451805136,0.613212941919478,0,0,0,0,0,0,0,0.0596171247676524,0,0,0,0,12.3471617820182,0.0190074985832984,4.14626436994197,9
"86","AS14.03","2014-03-22",9,0.333130113393897,0.604179119151644,0.628624574225504,0.064557184049199,0.28852265991572,0.162246248318275,0,0,0.0670795506852098,0.500514505039826,0,0,0,0,0,10.2029743077281,0.214448104463313,6.24264068711929,7.8
"87","AS14.03","2014-03-23",8.4,0.605902433889383,0.748167458567019,0.655400420658604,0.173897926861452,0.43728244334061,0.492326953149052,0,0,0.0670795506852098,0.774550511723094,0,0.251872252103872,0,0.124435917118887,0,10.7953334549745,0.484665801795653,5.82842712474619,8.2
"88","AS14.03","2014-03-24",8.33333333333333,0.576885789892808,0.984193953929648,0.659411558504206,0.284421644120762,0.70663143315321,0.71245396621713,0.165907997250573,0,0.236550646614639,1.16167983560919,0,0.548536793809607,0,0.124435917118887,0.349626897495285,10.7953334549745,0.858083812760796,5.82842712474619,7.8
"89","AS14.03","2014-03-25",8.2,0.427153560099409,1.31225860523953,0.660231098858297,0.332250790608012,1.0385320241443,1.04221919419753,0.448119332559574,0,0.39212511468774,1.74285376765097,0,0.548536793809607,0.157691503054618,0.25595567651306,0.349626897495285,11.1131707001703,1.27350936057119,4.41421356237309,7.8
"90","AS14.03","2014-03-26",8.12,0.337779123204422,1.54828510060216,0.673682952128436,0.493193771941095,1.28951241858727,1.23613790759204,1.03015403689407,0,0.553961734671464,2.05639503092659,0,0.548536793809607,0.413666798098279,0.489729642099392,0.349626897495285,10.246035652598,1.59710629563687,4.41421356237309,8.25
"91","AS14.03","2014-03-27",7.97,0.186884640958392,1.08809432086589,0.674646230311289,0.482878201169622,1.25097693782936,1.32992771622379,1.28698227117709,0,0.572219162780288,1.81181670804317,0,0.65531026837119,0.553102008815061,0.489729642099392,0.349626897495285,9.00996767509825,1.71446743914867,3,7.75
"92","AS14.03","2014-03-28",7.96,0.0209007104877585,0.857998930997756,0.652825316047343,0.494327622397564,1.31427162191926,1.2143636783836,1.28698227117709,0,0.646127459331936,1.77791506813377,0,0.403438016267318,0.553102008815061,0.563163413670347,0.349626897495285,7.91359135792093,1.74504337870766,3,8
"93","AS14.03","2014-03-29",7.92,-0.0696359788598596,0.996056164918637,0.654236260344704,0.466764278406679,1.25802345322087,1.29963288584652,1.12107427392652,0,0.588212092312908,1.77525313859534,0,0.106773474561583,0.835860048898678,0.709294630214981,0,8.64564216548981,1.67126020291125,2,8.6
"94","AS14.03","2014-03-30",8.08,0.0510796069369645,1.08809432086589,0.674277339425804,0.440818289928211,1.0120364270944,1.23515662163958,1.03217878630628,0,0.432637624239808,1.48287766827896,0,0.106773474561583,0.67816854584406,0.577774870820808,0,6.91359135792093,1.5057592068515,3,8.4
"95","AS14.03","2014-03-31",8.2,0.111437399835377,0.996056164918637,0.681970899720071,0.297739824814339,1.0040760520922,1.27948108805432,0.450144081971792,0,0.363233122655685,1.51944791199917,0,0.106773474561583,0.654267565292017,0.344000905234477,0.295103022721111,5.46410161513775,1.49612440309666,2,7.4
"96","AS14.03","2014-04-01",8.03,0.0812585033861706,0.81197985302413,0.679273185869816,0.46869650273016,1.21558674050563,1.24090618521133,0.43550636170588,0,0.277896143861651,1.54701528836925,0,0,0.514832354575236,0.475725205797078,0.295103022721111,6.19615242270663,1.67381546227776,3,7.6
"97","AS14.03","2014-04-02",8,0.12652684805998,0.765960775050503,0.677403132305872,0.464020114556334,1.18888399156049,1.23913455441995,0.646190664858623,0,0.327353973741226,1.66745306314321,0,0,0.514832354575236,0.277855517107235,0.295103022721111,5.87831517751085,1.67059165611423,2,7.4
